in s,CH1 in V,CH2 in V
-2.602E-03,1.220E+00,-2.700E+00
-2.586E-03,1.220E+00,-2.700E+00
-2.570E-03,1.220E+00,-2.700E+00
-2.554E-03,1.260E+00,-2.700E+00
-2.538E-03,-2.000E-02,3.260E+00
-2.522E-03,5.260E+00,3.260E+00
-2.506E-03,1.660E+00,3.260E+00
-2.490E-03,1.020E+00,3.260E+00
-2.474E-03,9.800E-01,3.260E+00
-2.458E-03,9.400E-01,3.260E+00
-2.442E-03,9.400E-01,3.260E+00
-2.426E-03,9.800E-01,3.260E+00
-2.410E-03,9.400E-01,3.260E+00
-2.394E-03,9.400E-01,3.260E+00
-2.378E-03,1.060E+00,3.300E+00
-2.362E-03,9.000E-01,3.260E+00
-2.346E-03,9.400E-01,3.260E+00
-2.330E-03,9.400E-01,3.260E+00
-2.314E-03,9.400E-01,3.260E+00
-2.298E-03,9.400E-01,3.260E+00
-2.282E-03,9.400E-01,3.260E+00
-2.266E-03,9.400E-01,3.260E+00
-2.250E-03,1.020E+00,3.260E+00
-2.234E-03,9.000E-01,3.260E+00
-2.218E-03,9.000E-01,3.260E+00
-2.202E-03,9.000E-01,3.260E+00
-2.186E-03,9.000E-01,3.300E+00
-2.171E-03,9.400E-01,3.260E+00
-2.155E-03,9.400E-01,3.260E+00
-2.139E-03,9.000E-01,3.260E+00
-2.123E-03,9.800E-01,3.260E+00
-2.107E-03,9.000E-01,3.260E+00
-2.091E-03,9.000E-01,3.260E+00
-2.075E-03,9.000E-01,3.260E+00
-2.059E-03,9.000E-01,3.260E+00
-2.043E-03,9.400E-01,3.260E+00
-2.027E-03,9.400E-01,3.260E+00
-2.011E-03,9.000E-01,3.260E+00
-1.995E-03,9.800E-01,3.260E+00
-1.979E-03,9.400E-01,3.260E+00
-1.963E-03,9.400E-01,3.260E+00
-1.947E-03,9.800E-01,3.260E+00
-1.931E-03,9.400E-01,3.260E+00
-1.915E-03,-6.000E-02,3.260E+00
-1.899E-03,-2.000E-02,3.260E+00
-1.883E-03,3.800E-01,3.260E+00
-1.867E-03,1.100E+00,3.260E+00
-1.851E-03,1.140E+00,3.300E+00
-1.835E-03,1.180E+00,3.260E+00
-1.819E-03,1.220E+00,3.260E+00
-1.803E-03,1.180E+00,3.260E+00
-1.787E-03,1.220E+00,3.260E+00
-1.771E-03,1.220E+00,3.260E+00
-1.755E-03,1.180E+00,3.260E+00
-1.739E-03,1.260E+00,3.260E+00
-1.723E-03,1.180E+00,3.260E+00
-1.707E-03,1.220E+00,3.260E+00
-1.691E-03,1.220E+00,3.260E+00
-1.675E-03,1.180E+00,3.260E+00
-1.659E-03,1.260E+00,3.260E+00
-1.643E-03,1.220E+00,3.260E+00
-1.627E-03,1.180E+00,3.260E+00
-1.611E-03,1.340E+00,3.300E+00
-1.595E-03,1.180E+00,3.260E+00
-1.579E-03,1.220E+00,3.260E+00
-1.563E-03,1.220E+00,3.260E+00
-1.547E-03,1.180E+00,3.260E+00
-1.531E-03,1.220E+00,3.260E+00
-1.515E-03,1.220E+00,3.260E+00
-1.499E-03,1.180E+00,3.260E+00
-1.483E-03,1.300E+00,3.300E+00
-1.467E-03,1.180E+00,3.260E+00
-1.451E-03,1.220E+00,3.260E+00
-1.435E-03,1.180E+00,3.260E+00
-1.419E-03,1.180E+00,3.260E+00
-1.403E-03,1.220E+00,3.260E+00
-1.387E-03,1.180E+00,3.260E+00
-1.371E-03,1.180E+00,3.260E+00
-1.355E-03,1.260E+00,3.260E+00
-1.339E-03,1.180E+00,3.260E+00
-1.323E-03,1.220E+00,3.260E+00
-1.307E-03,1.180E+00,3.260E+00
-1.291E-03,1.180E+00,3.260E+00
-1.275E-03,-2.000E-02,3.260E+00
-1.259E-03,-2.000E-02,3.260E+00
-1.243E-03,-2.000E-02,3.260E+00
-1.227E-03,3.000E-01,3.260E+00
-1.211E-03,6.200E-01,3.260E+00
-1.195E-03,6.600E-01,3.260E+00
-1.179E-03,6.600E-01,3.300E+00
-1.163E-03,6.600E-01,3.260E+00
-1.147E-03,7.400E-01,3.300E+00
-1.131E-03,6.600E-01,3.260E+00
-1.115E-03,6.600E-01,3.260E+00
-1.099E-03,7.000E-01,3.260E+00
-1.083E-03,6.600E-01,3.260E+00
-1.067E-03,7.000E-01,3.260E+00
-1.051E-03,6.600E-01,3.260E+00
-1.035E-03,6.600E-01,3.260E+00
-1.019E-03,7.400E-01,3.260E+00
-1.003E-03,6.600E-01,3.260E+00
-9.872E-04,6.600E-01,3.260E+00
-9.713E-04,6.600E-01,3.260E+00
-9.553E-04,6.600E-01,3.260E+00
-9.393E-04,7.000E-01,3.260E+00
-9.233E-04,6.600E-01,3.260E+00
