1.8, 975, 4.4, 2.2, 2.2
2.15, 800, 4.4, 2.2, 2.2
3, 411, 4.4, 2.08, 2.2
4, 196, 4.4, 1.8, 2.2
5, 58, 4.4, 1.5, 2.2
5.6, 1, 4.4, 1.36, 2.2
