in s,CH1 in V,CH2 in V
-3.500E-06,3.240E+00,2.000E-02
-3.400E-06,3.240E+00,2.000E-02
-3.300E-06,3.240E+00,2.000E-02
-3.200E-06,3.240E+00,2.000E-02
-3.100E-06,3.240E+00,2.000E-02
-3.000E-06,3.240E+00,2.000E-02
-2.900E-06,3.240E+00,2.000E-02
-2.800E-06,3.320E+00,2.000E-02
-2.700E-06,3.240E+00,2.000E-02
-2.600E-06,3.240E+00,2.000E-02
-2.500E-06,3.240E+00,2.000E-02
-2.400E-06,3.240E+00,2.000E-02
-2.300E-06,3.240E+00,2.000E-02
-2.200E-06,3.240E+00,2.000E-02
-2.100E-06,3.240E+00,2.000E-02
-2.000E-06,3.240E+00,2.000E-02
-1.900E-06,3.320E+00,2.000E-02
-1.800E-06,3.240E+00,2.000E-02
-1.700E-06,3.240E+00,2.000E-02
-1.600E-06,3.240E+00,2.000E-02
-1.500E-06,3.240E+00,2.000E-02
-1.400E-06,3.240E+00,2.000E-02
-1.300E-06,4.120E+00,2.000E-02
-1.200E-06,3.880E+00,2.000E-02
-1.100E-06,3.560E+00,2.000E-02
-1.000E-06,3.240E+00,2.000E-02
-9.000E-07,3.000E+00,2.000E-02
-8.000E-07,2.840E+00,2.000E-02
-7.000E-07,2.600E+00,2.000E-02
-6.000E-07,2.360E+00,2.000E-02
-5.000E-07,2.200E+00,2.000E-02
-4.000E-07,1.960E+00,2.000E-02
-3.000E-07,1.800E+00,2.000E-02
-2.000E-07,1.640E+00,2.000E-02
-1.000E-07,1.320E+00,2.000E-02
-9.296E-20,1.160E+00,2.000E-02
1.000E-07,9.200E-01,2.000E-02
2.000E-07,6.800E-01,2.000E-02
3.000E-07,4.400E-01,2.000E-02
4.000E-07,2.000E-01,2.000E-02
5.000E-07,-4.000E-02,2.000E-02
6.000E-07,-2.800E-01,2.000E-02
7.000E-07,-4.400E-01,2.000E-02
8.000E-07,-6.000E-01,2.000E-02
9.000E-07,-7.600E-01,2.000E-02
1.000E-06,-8.400E-01,2.000E-02
1.100E-06,-9.200E-01,2.000E-02
1.200E-06,-1.080E+00,2.000E-02
1.300E-06,-1.080E+00,2.000E-02
1.400E-06,-1.160E+00,2.000E-02
1.500E-06,-1.240E+00,2.000E-02
1.600E-06,-1.320E+00,2.000E-02
1.700E-06,-1.320E+00,2.000E-02
1.800E-06,-1.400E+00,2.000E-02
1.900E-06,-1.400E+00,2.000E-02
2.000E-06,-1.480E+00,-2.000E-02
2.100E-06,-1.560E+00,2.000E-02
2.200E-06,-1.560E+00,2.000E-02
2.300E-06,-1.640E+00,-2.000E-02
2.400E-06,-1.640E+00,2.000E-02
2.500E-06,-1.720E+00,2.000E-02
2.600E-06,-1.720E+00,2.000E-02
2.700E-06,-1.720E+00,2.000E-02
2.800E-06,-1.800E+00,2.000E-02
2.900E-06,-1.800E+00,2.000E-02
3.000E-06,-1.800E+00,2.000E-02
3.100E-06,-1.880E+00,2.000E-02
3.200E-06,-1.880E+00,2.000E-02
3.300E-06,-1.960E+00,2.000E-02
3.400E-06,-1.960E+00,2.000E-02
3.500E-06,-2.040E+00,2.000E-02
3.600E-06,-2.040E+00,2.000E-02
3.700E-06,-2.040E+00,2.000E-02
3.800E-06,-2.040E+00,2.000E-02
3.900E-06,-2.120E+00,2.000E-02
4.000E-06,-2.120E+00,2.000E-02
4.100E-06,-2.120E+00,2.000E-02
4.200E-06,-2.120E+00,2.000E-02
4.300E-06,-2.200E+00,2.000E-02
4.400E-06,-2.200E+00,2.000E-02
4.500E-06,-2.200E+00,2.000E-02
4.600E-06,-2.200E+00,2.000E-02
4.700E-06,-2.280E+00,2.000E-02
4.800E-06,-2.200E+00,2.000E-02
4.900E-06,-2.200E+00,2.000E-02
5.000E-06,-2.280E+00,2.000E-02
5.100E-06,-2.280E+00,2.000E-02
5.200E-06,-2.280E+00,2.000E-02
5.300E-06,-2.360E+00,2.000E-02
5.400E-06,-2.360E+00,2.000E-02
5.500E-06,-2.280E+00,2.000E-02
5.600E-06,-2.360E+00,-2.000E-02
5.700E-06,-2.360E+00,2.000E-02
5.800E-06,-2.360E+00,2.000E-02
5.900E-06,-2.360E+00,-2.000E-02
6.000E-06,-2.440E+00,2.000E-02
6.100E-06,-2.440E+00,2.000E-02
6.200E-06,-2.360E+00,-2.000E-02
6.300E-06,-2.440E+00,2.000E-02
6.400E-06,-2.520E+00,2.000E-02
6.500E-06,-2.440E+00,2.000E-02
6.600E-06,-2.440E+00,2.000E-02
6.700E-06,-2.520E+00,2.000E-02
6.800E-06,-2.520E+00,2.000E-02
6.900E-06,-2.520E+00,2.000E-02
7.000E-06,-2.520E+00,2.000E-02
7.100E-06,-2.520E+00,2.000E-02
7.200E-06,-2.520E+00,2.000E-02
7.300E-06,-2.520E+00,2.000E-02
7.400E-06,-2.520E+00,2.000E-02
7.500E-06,-2.520E+00,2.000E-02
7.600E-06,-2.600E+00,2.000E-02
7.700E-06,-2.520E+00,2.000E-02
7.800E-06,-2.600E+00,2.000E-02
7.900E-06,-2.600E+00,2.000E-02
8.000E-06,-2.600E+00,2.000E-02
8.100E-06,-2.600E+00,2.000E-02
8.200E-06,-2.600E+00,2.000E-02
8.300E-06,-2.680E+00,2.000E-02
8.400E-06,-2.600E+00,2.000E-02
8.500E-06,-2.600E+00,2.000E-02
8.600E-06,-2.680E+00,2.000E-02
8.700E-06,-2.680E+00,2.000E-02
8.800E-06,-2.680E+00,2.000E-02
8.900E-06,-2.680E+00,2.000E-02
9.000E-06,-2.600E+00,2.000E-02
9.100E-06,-2.680E+00,2.000E-02
9.200E-06,-2.680E+00,2.000E-02
9.300E-06,-2.680E+00,2.000E-02
9.400E-06,-2.680E+00,2.000E-02
9.500E-06,-2.680E+00,2.000E-02
9.600E-06,-2.680E+00,2.000E-02
9.700E-06,-2.760E+00,2.000E-02
9.800E-06,-2.680E+00,2.000E-02
9.900E-06,-2.680E+00,2.000E-02
1.000E-05,-2.760E+00,2.000E-02
1.010E-05,-2.680E+00,2.000E-02
1.020E-05,-2.680E+00,2.000E-02
1.030E-05,-2.760E+00,2.000E-02
1.040E-05,-2.680E+00,2.000E-02
1.050E-05,-2.760E+00,2.000E-02
1.060E-05,-2.760E+00,2.000E-02
1.070E-05,-2.760E+00,2.000E-02
